text,rating,polarity_score,polarity
apaya untung ya neg,5,7,positive
profil bagus harus neg apply tawar kerja panggil tokopedia surakarta pernah neg apply sayang hasil tahap wawancara moga sempat hasil,5,7,positive
yash,5,0,neutral
very good build your networking,5,5,positive
,5,0,neutral
bisa neg loging,5,0,neutral
can not see the feed and update,3,0,neutral
goodmedia sosial arah kembang karier bisnissatu masuk tolong filter konten layak neg tayang tempat neg sukses terima,5,16,positive
bagus,5,2,positive
eror mulu apl,1,-2,negative
askabakansnsisms,3,0,neutral
telahmenjafi client traing,3,0,neutral
mantull,5,0,neutral
usaha panggil joint,1,0,neutral
lumayan,1,1,positive
tau fungsi,5,-4,negative
,5,0,neutral
penipuam isi,1,2,positive
bikin kerja,5,2,positive
bung makenya sulit tri,2,0,neutral
great,5,3,positive
siiiip,5,0,neutral
update,3,0,neutral
dpt informasi,5,2,positive
more easy make networking and promoting,5,0,neutral
semangat karir,5,4,positive
ok,5,4,positive
achmadi jaya cenel,5,4,positive
i like it,5,0,neutral
jelassss neg robot neg,1,0,neutral
aplikasi bantu suka suka suka,5,8,positive
,2,0,neutral
mlehoiii,4,0,neutral
ok,5,4,positive
mudah pakai,5,4,positive
kurngi ikln please,1,-3,negative
pingin mudah sprti hrapkn,4,6,positive
mntap,5,0,neutral
buruk,1,-5,negative
bagus manfaat,5,7,positive
erti,1,2,positive
ghsgu,1,0,neutral
tambah jaring teman,4,6,positive
nisdh hapus ulang ulang kali msh ajja,1,-3,negative
guna bangun terimakasih,5,6,positive
guna tolong review,1,4,positive
very goood,5,0,neutral
ok good,4,9,positive
tau lowong kerja,1,-2,negative
chef is the best working,5,0,neutral
paham,4,0,neutral
test,3,0,neutral
efektif,1,5,positive
joint tibatiba minggu bisa neg buka alas connection capai mungkin neg ganti email please help me,5,8,positive
bagus bantu,5,5,positive
you,5,0,neutral
murah hati nyoba,5,5,positive
moga sllu mudah guna,5,6,positive
kren,5,0,neutral
bisa neg,4,0,neutral
bnyk lowong kerja tipu rugi tolong perhati likedin,2,0,neutral
,3,0,neutral
mohon bantu temu usaha terima tamat slta from senior high school alam bidang trimakasih,5,16,positive
why does this application prohibit and block kratom sales even though kratom has not been banned until now the loss that i have my buyers is who is compensated,1,-6,negative
mula,5,-3,negative
error,2,-5,negative
ok mantap,5,9,positive
b klau apknya ditmbh lgi,5,0,neutral
gabung,3,-5,negative
ok,4,4,positive
drever bus raja saudi tinggal propinsi jeddah daerah hamdaniah gaji bulan minim banget walo tahan liat depan erti atur bus musim kerja ajar nama kerja travel umrah n haji ajar travel umrah layan jamaah alhamdulillah bersukur bangeut initerimakasihbuat,4,20,positive
mudah an slalu layan,5,6,positive
jos gandos,5,0,neutral
palsulowongan abal pas dateng langsung diporotin,1,8,positive
was aap sending,5,0,neutral
membantur,5,0,neutral
sip,3,0,neutral
rating,5,0,neutral
mahin surabaya,5,0,neutral
huh,1,0,neutral
mantap broooo,5,5,positive
mantuul,5,0,neutral
ak,3,0,neutral
oke bitlytiruterapkanjalankan,5,2,positive
tpi kadang susah ntuk bukaudh brbagai mcam aj bisa neg ntah knpa nihaplikasi sohai,5,0,neutral
,4,0,neutral
nice,4,4,positive
menbantu,4,0,neutral
binguuuung ahhhhh,5,0,neutral
sumpah nyesel download nyamau nyari info loker dapet panggil hoax,1,-11,negative
bantu cari kerja,5,2,positive
cool apps,5,2,positive
solusi baik cari kerja,5,5,positive
ko,3,0,neutral
komentar hilang in neg jelek,1,-2,negative
gn sehinga mudah masuk kerja,4,3,positive
buka bilang arah penginstalan penuh tahu neg install update milik versi terupdate mohon bantu terima,1,16,positive
kerja bagaiman,5,2,positive
buruk hapus,5,-8,negative
kren,3,0,neutral
bagus,4,2,positive
jos,4,0,neutral
ok josh,5,4,positive
for all job seeker i very understand how hard for seeking a job nowdays but you have know this this application help us find some chance for job and absolutely yes it work for filter some job vacancy you could filter that by yourself no mistakes this fiture and you have a responsibility for filter which valid or not hopefully you all are wise for give a rating and some comment this application is helping for find some job vacancy and you filter all of that thanks,5,8,positive
ok,5,4,positive
insya allah terima lamar pindah kerja,3,10,positive
nggak,1,1,positive
its very good,5,5,positive
bingung masukny,5,0,neutral
jelas neg banget,1,2,positive
help many people get friends and information,5,5,positive
simple,5,3,positive
lumayan,5,1,positive
nyata nonaktif baik,4,7,positive
jahenuja,5,0,neutral
nilai,5,5,positive
siif,5,0,neutral
guna bagus,5,3,positive
mas coba,4,2,positive
butuh neg,1,-5,negative
gw suka,5,3,positive
bs cari kerja,5,-1,negative
aps cs,5,0,neutral
coba,2,2,positive
baguuuuuus,4,0,neutral
snagt bantu,3,3,positive
baik fb lupa sndi langsung pkek lgi krn,3,7,positive
,4,0,neutral
asik si tulis,5,4,positive
,5,0,neutral
guna,4,1,positive
perna kilang nocikon malaysiaselangor,5,-3,negative
tingkat hubung teman,5,2,positive
representative tampil,5,1,positive
bagus cepat,5,5,positive
sgt mmbantu,4,0,neutral
good choice for us,5,5,positive
mantab,4,0,neutral
ribet,4,-4,negative
good job brother,4,5,positive
bagusmedia sosial profesionalhr jobseeker,5,4,positive
good,4,5,positive
manfaat uk profesional kerja informasiinformasi dunia kerja informasi business update,5,12,positive
bagus tambah jaring,5,8,positive
koi,5,0,neutral
,2,0,neutral
bantu cari info loker valid,4,-3,negative
jalur mudah sow we re tiule beaste bin jiu now eriale,3,0,neutral
buka notifikasi cari hasil neg baru,3,3,positive
ih,1,0,neutral
mantaaf,5,0,neutral
nonaktif,2,0,neutral
ambil vidio twrus jadi konten,1,-4,negative
susah paham,1,-3,negative
moga sesuai bintang,5,4,positive
nembantu,5,0,neutral
,4,0,neutral
moga guna,5,2,positive
bantu jaring luas dlm bidang usaha,5,10,positive
goog,5,0,neutral
mohon kembang aman palsu tipu lowong kerja situs tawar kerja datang keluar uang alas administrasi,1,-2,negative
semga slalu andal,5,5,positive
unstal tpi terdftr dri google play updatebuka,1,0,neutral
bagus bantu,4,5,positive
bagus,1,2,positive
coba klo bagus ntar,3,4,positive
mutu,5,3,positive
matah,5,0,neutral
bagus,2,2,positive
nayamul,4,0,neutral
ok manfaat,5,9,positive
mudah infor mas kerja terima linkedln,4,8,positive
jual mengotrakan rumahruko tanahpabrik inget amen indohouse,5,1,positive
bantu hidup hari,5,5,positive
gud,5,0,neutral
good lahh,5,5,positive
shoping,4,0,neutral
guna fb,5,1,positive
pernuh wawas kerja poll,5,2,positive
,4,0,neutral
terima buka geogle,5,5,positive
blanakan subamg,2,0,neutral
yoi,1,0,neutral
mantap mantap,5,10,positive
bagus klik,4,2,positive
best way sesrch job,5,0,neutral
bangsat posting loker tipu loker tipu bawa nama usaha aply lamar liat aply lamar,3,-1,negative
aman,3,0,neutral
manfaat,5,5,positive
bantu cari kerja,5,2,positive
informasi ada lokasi tanah area pergudanganpabrikasi rumah wilayah tangerang,5,9,positive
ooh,5,0,neutral
hemm,4,0,neutral
moga bantu pencaker,5,4,positive
bisa neg buka gabung gmail,1,-2,negative
oke laaah,4,2,positive
bom terap maximal,1,1,positive
terimkasih mudah cari kerja,5,3,positive
mencobah semogah manfaat,5,5,positive
butukan,3,0,neutral
jembatan sharing alam,5,1,positive
entar bagus tambai,3,2,positive
ap q ngerti maaf emg tau neg,5,-2,negative
makas,5,0,neutral
okay bismilah,5,4,positive
jelas neg,2,1,positive
ada neg tunjuk mereviso email lamar kerja,1,6,positive
saji informasi tera bdate,5,6,positive
,3,0,neutral
ko bbrp kli bisa neg,1,0,neutral
good linked,5,5,positive
bantu,4,3,positive
ora du dinlot kang,1,-3,negative
apl mantap bangat,5,5,positive
nggk diamods gratis diamods nggk,1,4,positive
flm forno film porno,1,-5,negative
ooo,2,0,neutral
ok,5,4,positive
ganti foto profil bisa neg loading sinyal lancar mohon baik,1,15,positive
,3,0,neutral
mantul jokk,5,0,neutral
,5,0,neutral
den dena mbak dila suri,2,-1,negative
aplikasi jelek,1,-9,negative
baguus,1,0,neutral
zez,1,0,neutral
is ok,5,4,positive
pakai pakai insyaallah nambah,2,2,positive
downld buka suruh buka uras kuota,1,-1,negative
,4,0,neutral
,1,0,neutral
ajar,1,1,positive
bom dalam fitur,4,4,positive
ngak tau alasana tolak lainpadahal data,5,-11,negative
bantu bangun relasi,5,6,positive
zip,5,0,neutral
naguu,5,0,neutral
bug bisa neg akses,1,2,positive
baikberguna,4,0,neutral
e,3,0,neutral
sip,5,0,neutral
puas kerja linkeddln,5,5,positive
ada neg,1,4,positive
jelek,1,-5,negative
masuk banget paswod god bye,1,-5,negative
ok sipp,5,4,positive
,4,0,neutral
bagus manfaat,1,7,positive
cek biodata alungajl rintis kemerdekaancilacap,2,-2,negative
kereen,5,0,neutral
ntaps,5,0,neutral
kembang karir bagus,5,5,positive
foto opooohakfjwidiwpqpmcnn jadi inna jnelasfs more news foto si manis jalan bdg nama band na,3,12,positive
,4,0,neutral
ok oce,5,4,positive
bagus mas,4,2,positive
bagus lengkap ptofesional,5,4,positive
,1,0,neutral
cari hasil umum ppdb sman cikarang utara bisa neg,4,1,positive
seve,5,0,neutral
ilmu cari kerja mudah,5,7,positive
cepat,5,3,positive
kadih ah,1,0,neutral
akurat,5,0,neutral
okedeh,5,0,neutral
,5,0,neutral
up,4,0,neutral
i like,5,0,neutral
susah mengaktipkan as neg,5,-3,negative
tau hasil,5,-1,negative
terbaikkk,5,0,neutral
bagus bangat ni,5,2,positive
oks,5,0,neutral
,4,0,neutral
hidup indah sentiasa syukur,5,10,positive
bantu cari kerja,5,2,positive
kadang mudah job via agency spt linkedln,4,7,positive
oiler crane barge east marine,5,0,neutral
bantu,4,3,positive
bagus,5,2,positive
makasih kaka,5,4,positive
mantul bener bro,5,3,positive
okok sahja,5,0,neutral
,4,0,neutral
nice for seeking the network,5,4,positive
nambah kenal hebat,5,3,positive
iadi pasu fod,5,0,neutral
mamtap,5,0,neutral
kepala produksi cor logam,5,0,neutral
ok banget,5,5,positive
lumayan,3,1,positive
driver,5,0,neutral
,2,0,neutral
layar,5,0,neutral
panggil,2,-1,negative
goblok nyesel gua download,1,-13,negative
,1,0,neutral
manteppp,5,0,neutral
perangkat desa,4,0,neutral
sngt mnunjang skli,5,0,neutral
very good,5,5,positive
gw butuh,5,-5,negative
bagus fi hack,3,-2,negative
bantu sya cari kerja,5,2,positive
bisa neg masuk nomor telepon tulisananda dapat neg masuk nomor telepon inikira aplikaai neg bawa uninstall duluhuuhhandphone samsung a,1,-3,negative
rwr maulana muhammad diri nkri diri the united nation pbb sunan tapaut hindia ones banker,5,2,positive
,2,0,neutral
,5,0,neutral
bagus banget bisnis,4,6,positive
good,5,5,positive
all right,5,0,neutral
suka,1,3,positive
bagus banget bantu,5,6,positive
,1,0,neutral
kelulus,3,0,neutral
oke,5,2,positive
good,4,5,positive
muas,1,5,positive
aalaa,1,0,neutral
up,5,0,neutral
apl nh penboong lg,1,0,neutral
force close isi sandi boss,1,0,neutral
tai ada neg gunanyapetunjuk aj nyambung neg dobol cm bikin pusing ngoprek jls neg,1,-5,negative
sip,5,0,neutral
,5,0,neutral
klu manfaat bru,3,5,positive
bagus cari kerja,5,1,positive
gooooooo,5,0,neutral
mantappppp,4,0,neutral
suka,5,3,positive
informasi job tki,5,2,positive
skype,5,0,neutral
gimana daftar,5,1,positive
lowong benar ragu mohon kroscek benar kelas usaha freeport check tipu,3,2,positive
mudah,5,4,positive
home at work,5,0,neutral
dagang porang,5,0,neutral
syukur,5,5,positive
kantol,1,0,neutral
bnyak,5,0,neutral
thats why we need is a special day,5,2,positive
,3,0,neutral
mauza,1,0,neutral
nice sgt guna thanks,5,8,positive
,3,0,neutral
kene sabung wafi upadte,5,0,neutral
ok,5,4,positive
bagus tingkat,4,3,positive
bagusbanyak koneksi dapat bantu cari lowong kerjatpi bsa neg masuk non aktif otomatisapa salah tolong info,5,-1,negative
kamers tembus pandang,5,4,positive
sangan suka,5,3,positive
daftar sekolah knp loker kerja,1,6,positive
bisa neg loading new page baik rating for the respon,5,7,positive
suka panggil gadis kota,5,1,positive
jelas neg iklan sampah,1,-3,negative
emang jelek bagus,4,-3,negative
ff,5,0,neutral
nice one,5,4,positive
bagus,5,2,positive
tuju,4,3,positive
mw kayak bagus bantu butuh uang,5,-3,negative
daunload sakit perud,4,-5,negative
,4,0,neutral
bantu bisnis jasa service ac,5,10,positive
tolol goblok kambing anjing adakan tolol doa kaki patah tangn biar buat neg tolol aminnnnnnnn,1,-25,negative
layan,5,2,positive
adsz,5,0,neutral
bagus aplikasih,5,2,positive
love love linkend,5,10,positive
tibatiba susah,1,-3,negative
mntab,5,0,neutral
baik,5,3,positive
suka,4,3,positive
,3,0,neutral
info lowong kerja ada neg hasil,1,6,positive
trey dl klu ok,2,4,positive
biar karna bukti,5,-2,negative
mudah mudah job,5,8,positive
connected profesional all arround the world,5,0,neutral
terima bantu,5,5,positive
mudah simple,5,7,positive
bagus oke,5,4,positive
good jobs,5,5,positive
gbo,5,0,neutral
,5,0,neutral
sman tangerang kota,1,-1,negative
batu,5,2,positive
tipu,2,0,neutral
wiwin,5,0,neutral
anjing bangsat tipu loklau hpus bikin darah pkokx jgan ad instal jamin psti nyesal sumpahh,1,-14,negative
an katnya banjak fb,1,0,neutral
alam taxi rubah nasib grabcar,5,2,positive
rugi hari mendownload bisa neg upload foto bisa neg nambah temangak upload foto propil,1,1,positive
bagus bantu,5,5,positive
bagus neg,1,2,positive
ajar dl,3,1,positive
intensif buntang,2,-2,negative
gin bantu,4,3,positive
,5,0,neutral
layan muas,5,7,positive
suka,1,3,positive
akreditasi standar nilai,5,0,neutral
banget nge downdlod jam selesai neg selesai,5,5,positive
vitmate,5,0,neutral
mambantusukses,5,0,neutral
dermo,2,0,neutral
bagus banget memuaskn terima bos ku,5,8,positive
very informative,5,0,neutral
kerja bawa mesin,5,3,positive
soalx nnti klo da lantik paman,3,3,positive
bagus aki tambahin mya,1,2,positive
bagus kali,5,2,positive
jancokkkk,5,0,neutral
oohhh,4,0,neutral
,5,0,neutral
ptmegariamas sentosa juni september pt panchadharma sentrabhakti oktober november alasanya henti neg tutup konnter habis kontrak,5,2,positive
coba,4,2,positive
bagus bangat sosial,5,6,positive
manfaat,4,5,positive
main bagus,5,4,positive
coba,5,2,positive
takuongtanah,5,0,neutral
bantu neg,1,3,positive
bantu,5,3,positive
of,5,0,neutral
mantep,3,0,neutral
kagum,5,3,positive
puas,5,3,positive
mudah,5,4,positive
go,5,0,neutral
mantafff,5,0,neutral
klw gacor,3,0,neutral
prestasi tentu posisi,5,-3,negative
hasil kasi,3,0,neutral
bantu,5,3,positive
gabung bln,5,-5,negative
nyoba ksh,4,0,neutral
menginstal tips tips erti terimakasih linkedln moga maju amin,5,19,positive
pengalamnan pkl bln kantor bppd serang banten,4,-4,negative
toop,5,0,neutral
asyiap,5,0,neutral
daftar kerja,4,3,positive
maka man,4,-1,negative
susah ndowload,3,-3,negative
brusor bisa neg ni,5,0,neutral
bagus aplikasi skill ubah rekomendasi bikin iri haha,4,-7,negative
spammmmmm,1,0,neutral
uji,1,1,positive
,1,0,neutral
ubah atur seleksi terima siswa dg sistem zonasi rurut hasil sdm kwalitas rendah,1,-2,negative
kasi bintan bagus tamba bintanya,2,-1,negative
,1,0,neutral
respec,5,0,neutral
mantap pol,5,2,positive
,1,0,neutral
siiippp dachhhh,5,0,neutral
pesan bayar,1,3,positive
aplikasi tampil maaf salah mohon baik,1,0,neutral
anu,5,-3,negative
bantu kerja info loker,5,2,positive
rumah tangga,5,3,positive
downlod ngak tau aplikasi bagus,3,-6,negative
good luck,4,9,positive
bisa neg nama salah pdhl nama asli,1,-2,negative
aplikasiny tlg tingkat,3,4,positive
bagus sekaliii,5,2,positive
jelek sesuai postingan palsu menginfokn open recruitmenmohon kenltentuan individubadan usaha id valid ada neg id sembarang menrungikan,1,-4,negative
simontok,1,0,neutral
gw suka neg mendi pergi bangsat,1,-1,negative
masalah sulit pasuk nomor kode sandi,5,-5,negative
aplikasi bagussss,5,-4,negative
bagus,1,2,positive
hai admin tolong tambahin kolom nama,5,6,positive
apl monyet,1,-3,negative
hobi nonton,5,0,neutral
tai masak download suruh daftar trus jls neg bgst bukti robot neg verivikasi ribet ah tai,1,-16,negative
tele,5,0,neutral
pnsdoakan,5,0,neutral
,5,0,neutral
profesional,5,0,neutral
tester,5,0,neutral
mmbntu dgn,5,0,neutral
mantap bos,5,8,positive
loker usia max dapet,5,2,positive
bantu cari kerja,5,2,positive
bagusss,4,0,neutral
vidhot,5,0,neutral
puas,4,3,positive
nice,3,4,positive
mo,4,0,neutral
sadtiryah denny,5,0,neutral
konyol,5,-3,negative
bisa neg baru status koneksi muncul terang maaf salah refresh status pemberitahuan koneksi bagus,2,6,positive
smoga bhong neg,5,0,neutral
aktip,5,0,neutral
wae,1,0,neutral
alam,3,2,positive
,1,0,neutral
terimakasih moga lancar giat,1,10,positive
moga mudah akses,5,7,positive
sipp,5,0,neutral
suka,2,3,positive
enak pake cangkeme,5,5,positive
bin gan,3,0,neutral
yowes sip,5,0,neutral
lagintah,1,0,neutral
kuy,5,1,positive
batu karna tau prosedur daftar,5,-5,negative
sukses li inspirasi dalam,5,3,positive
good apps for looking an opportunity,5,5,positive
off,5,0,neutral
so good,5,5,positive
pasang,5,4,positive
aq nyoba bagus nnti neg aq comen,4,2,positive
elika,5,0,neutral
anjing daftar bisa neg kli jgn asalasalan,1,-3,negative
goog,4,0,neutral
hasil kasi,2,0,neutral
alam linkin,5,2,positive
terima,5,2,positive
loding nginstal jalan neg memori penuh neg tetep loading bisa neg data ku isi nyala tolonv,1,1,positive
please add copy and lite i need thats,3,-3,negative
klu masuk fb,3,-3,negative
moga bantu ksih,5,4,positive
lowong kerja koki,5,2,positive
info kegurua cpns,5,-3,negative
sanggar bantu,4,3,positive
buka gmail bisnis sajakarna nilai,5,11,positive
civil supervisor,5,0,neutral
sanggat bantu karir,4,3,positive
cepat update,5,3,positive
pacu,5,0,neutral
aplikasi bagus,5,-2,negative
nyoba kolo bantu,4,3,positive
taiikkkkk,1,0,neutral
operator lantai bor smpai sumatra jambisekarang ptkugup narama umpul area tambang ptfitembaga pura timika papua operator loder h h,3,1,positive
